Date;Humidity (in %);Temperature (in °C)
'2018-01-14T02:00:00Z';0.93;0.8
'2018-01-14T03:00:00Z';0.95;0.7
'2018-01-14T04:00:00Z';0.95;0.6
'2018-01-14T05:00:00Z';0.94;0.6
'2018-01-14T06:00:00Z';0.94;0.5
'2018-01-14T07:00:00Z';0.94;0.3
'2018-01-14T08:00:00Z';0.95;0.2
'2018-01-14T09:00:00Z';0.96;0.0
'2018-01-14T10:00:00Z';0.96;-0.1
'2018-01-14T11:00:00Z';0.95;-0.2
'2018-01-14T12:00:00Z';0.92;-0.3
'2018-01-14T13:00:00Z';0.89;0.0
'2018-01-14T14:00:00Z';0.89;0.2
'2018-01-14T15:00:00Z';0.88;0.0
'2018-01-14T16:00:00Z';0.90;0.0
'2018-01-14T17:00:00Z';0.93;-0.1
'2018-01-14T18:00:00Z';0.91;-0.2
'2018-01-14T19:00:00Z';0.90;-0.3
'2018-01-14T20:00:00Z';0.88;-0.3
'2018-01-14T21:00:00Z';0.89;-0.4
'2018-01-14T22:00:00Z';0.87;-0.6
'2018-01-14T23:00:00Z';0.84;-0.6
'2018-01-15T00:00:00Z';0.86;-0.8
'2018-01-15T01:00:00Z';0.86;-0.8
'2018-01-15T02:00:00Z';0.86;-0.9
'2018-01-15T03:00:00Z';0.87;-1.2
'2018-01-15T04:00:00Z';0.87;-1.4
'2018-01-15T05:00:00Z';0.86;-1.6
'2018-01-15T06:00:00Z';0.87;-1.9
'2018-01-15T07:00:00Z';0.88;-2.0
'2018-01-15T08:00:00Z';0.88;-2.3
'2018-01-15T09:00:00Z';0.85;-1.7
'2018-01-15T10:00:00Z';0.80;-0.7
'2018-01-15T11:00:00Z';0.77;-0.2
'2018-01-15T12:00:00Z';0.76;-0.3
'2018-01-15T13:00:00Z';0.75;0.4
'2018-01-15T14:00:00Z';0.77;-0.4
'2018-01-15T15:00:00Z';0.76;-0.7
'2018-01-15T16:00:00Z';0.79;-1.1
'2018-01-15T17:00:00Z';0.79;-1.2
'2018-01-15T18:00:00Z';0.79;-1.3
'2018-01-15T19:00:00Z';0.80;-1.4
'2018-01-15T20:00:00Z';0.83;-1.7
'2018-01-15T21:00:00Z';0.84;-1.8
'2018-01-15T22:00:00Z';0.85;-1.8
'2018-01-15T23:00:00Z';0.83;-1.6
'2018-01-16T00:00:00Z';0.84;-1.6
'2018-01-16T01:00:00Z';0.83;-1.4
'2018-01-16T02:00:00Z';0.86;-1.5
'2018-01-16T03:00:00Z';0.89;-1.6
'2018-01-16T04:00:00Z';0.91;-1.5
'2018-01-16T05:00:00Z';0.92;-1.4
'2018-01-16T06:00:00Z';0.92;-1.1
'2018-01-16T07:00:00Z';0.91;-0.8
'2018-01-16T08:00:00Z';0.91;-0.7
'2018-01-16T09:00:00Z';0.91;-0.4
'2018-01-16T10:00:00Z';0.90;-0.3
'2018-01-16T11:00:00Z';0.90;-0.1
'2018-01-16T12:00:00Z';0.89;0.2
'2018-01-16T13:00:00Z';0.92;0.4
'2018-01-16T14:00:00Z';0.91;0.6
'2018-01-16T15:00:00Z';0.93;1.1
'2018-01-16T16:00:00Z';0.94;1.3
'2018-01-16T17:00:00Z';0.93;0.8
'2018-01-16T18:00:00Z';0.94;1.0
'2018-01-16T19:00:00Z';0.94;2.2
'2018-01-16T20:00:00Z';0.76;4.7
'2018-01-16T21:00:00Z';0.78;4.2
'2018-01-16T22:00:00Z';0.74;4.6
'2018-01-16T23:00:00Z';0.76;4.1
'2018-01-17T00:00:00Z';0.70;5.2
'2018-01-17T01:00:00Z';0.64;5.9
'2018-01-17T02:00:00Z';0.85;3.9
'2018-01-17T03:00:00Z';0.82;3.8
'2018-01-17T04:00:00Z';0.78;3.9
'2018-01-17T05:00:00Z';0.77;3.7
'2018-01-17T06:00:00Z';0.77;3.5
'2018-01-17T07:00:00Z';0.80;3.5
'2018-01-17T08:00:00Z';0.80;3.1
'2018-01-17T09:00:00Z';0.75;4.7
'2018-01-17T10:00:00Z';0.71;5.6
'2018-01-17T11:00:00Z';0.70;5.6
'2018-01-17T12:00:00Z';0.83;4.2
'2018-01-17T13:00:00Z';0.70;5.4
'2018-01-17T14:00:00Z';0.71;4.4
'2018-01-17T15:00:00Z';0.74;3.8
'2018-01-17T16:00:00Z';0.73;3.4
'2018-01-17T17:00:00Z';0.72;2.8
'2018-01-17T18:00:00Z';0.61;2.9
'2018-01-17T19:00:00Z';0.63;2.7
'2018-01-17T20:00:00Z';0.65;2.3
'2018-01-17T21:00:00Z';0.71;2.0
'2018-01-17T22:00:00Z';0.77;1.5
'2018-01-17T23:00:00Z';0.80;1.6
'2018-01-18T00:00:00Z';0.78;2.2
'2018-01-18T01:00:00Z';0.77;2.4
'2018-01-18T02:00:00Z';0.68;3.1
'2018-01-18T03:00:00Z';0.70;2.9
'2018-01-18T04:00:00Z';0.75;2.1
'2018-01-18T05:00:00Z';0.76;2.0
'2018-01-18T06:00:00Z';0.72;2.3
'2018-01-18T07:00:00Z';0.70;2.2
'2018-01-18T08:00:00Z';0.74;2.3
'2018-01-18T09:00:00Z';0.73;3.2
'2018-01-18T10:00:00Z';0.71;4.3
'2018-01-18T11:00:00Z';0.68;5.1
'2018-01-18T12:00:00Z';0.66;5.3
'2018-01-18T13:00:00Z';0.66;4.7
'2018-01-18T14:00:00Z';0.65;5.2
'2018-01-18T15:00:00Z';0.69;4.8
'2018-01-18T16:00:00Z';0.67;5.0
'2018-01-18T17:00:00Z';0.67;4.6
'2018-01-18T18:00:00Z';0.61;5.3
'2018-01-18T19:00:00Z';0.68;4.0
'2018-01-18T20:00:00Z';0.61;9.6
'2018-01-18T21:00:00Z';0.63;9.0
'2018-01-18T22:00:00Z';0.68;8.4
'2018-01-18T23:00:00Z';0.74;7.9
'2018-01-19T00:00:00Z';0.81;6.1
'2018-01-19T01:00:00Z';0.74;5.7
'2018-01-19T02:00:00Z';0.82;5.0
'2018-01-19T03:00:00Z';0.80;4.7
'2018-01-19T04:00:00Z';0.80;4.6
'2018-01-19T05:00:00Z';0.75;4.8
'2018-01-19T06:00:00Z';0.76;4.6
'2018-01-19T07:00:00Z';0.82;4.3
'2018-01-19T08:00:00Z';0.91;3.3
'2018-01-19T09:00:00Z';0.93;2.9
'2018-01-19T10:00:00Z';0.93;2.7
'2018-01-19T11:00:00Z';0.86;4.7
'2018-01-19T12:00:00Z';0.76;6.1
'2018-01-19T13:00:00Z';0.68;7.0
'2018-01-19T14:00:00Z';0.61;7.2
'2018-01-19T15:00:00Z';0.67;6.1
'2018-01-19T16:00:00Z';0.70;4.8
'2018-01-19T17:00:00Z';0.69;4.4
'2018-01-19T18:00:00Z';0.62;4.4
'2018-01-19T19:00:00Z';0.72;3.4
'2018-01-19T20:00:00Z';0.73;2.9
'2018-01-19T21:00:00Z';0.71;3.3
'2018-01-19T22:00:00Z';0.68;3.4
'2018-01-19T23:00:00Z';0.69;2.9
'2018-01-20T00:00:00Z';0.70;2.4
'2018-01-20T01:00:00Z';0.72;2.1
'2018-01-20T02:00:00Z';0.77;1.3
'2018-01-20T03:00:00Z';0.82;0.1
'2018-01-20T04:00:00Z';0.83;0.8
'2018-01-20T05:00:00Z';0.83;1.4
'2018-01-20T06:00:00Z';0.93;0.9
'2018-01-20T07:00:00Z';0.92;1.3
'2018-01-20T08:00:00Z';0.95;0.6
'2018-01-20T09:00:00Z';0.93;1.1
'2018-01-20T10:00:00Z';0.81;3.1
'2018-01-20T11:00:00Z';0.68;4.6
'2018-01-20T12:00:00Z';0.64;5.4
'2018-01-20T13:00:00Z';0.63;5.6
'2018-01-20T14:00:00Z';0.65;5.3
'2018-01-20T15:00:00Z';0.75;4.1
'2018-01-20T16:00:00Z';0.73;3.8
'2018-01-20T17:00:00Z';0.74;3.2
'2018-01-20T18:00:00Z';0.82;2.0
'2018-01-20T19:00:00Z';0.83;1.8
'2018-01-20T20:00:00Z';0.87;0.9
'2018-01-20T21:00:00Z';0.82;1.7
'2018-01-20T22:00:00Z';0.85;1.5
'2018-01-20T23:00:00Z';0.83;1.5
'2018-01-21T00:00:00Z';0.82;1.4
'2018-01-21T01:00:00Z';0.85;1.1
'2018-01-21T02:00:00Z';0.85;1.1
'2018-01-21T03:00:00Z';0.88;1.0
'2018-01-21T04:00:00Z';0.89;0.8
'2018-01-21T05:00:00Z';0.89;0.9
'2018-01-21T06:00:00Z';0.89;1.1
'2018-01-21T07:00:00Z';0.90;0.8
'2018-01-21T08:00:00Z';0.89;0.9
'2018-01-21T09:00:00Z';0.87;1.3
'2018-01-21T10:00:00Z';0.84;1.7
'2018-01-21T11:00:00Z';0.83;2.1
'2018-01-21T12:00:00Z';0.86;2.2
'2018-01-21T13:00:00Z';0.86;2.2
'2018-01-21T14:00:00Z';0.89;2.0
'2018-01-21T15:00:00Z';0.88;2.0
'2018-01-21T16:00:00Z';0.87;1.8
'2018-01-21T17:00:00Z';0.82;2.0
'2018-01-21T18:00:00Z';0.75;1.8
'2018-01-21T19:00:00Z';0.75;1.8
'2018-01-21T20:00:00Z';0.75;1.4
'2018-01-21T21:00:00Z';0.75;1.3
'2018-01-21T22:00:00Z';0.75;1.4
'2018-01-21T23:00:00Z';0.76;0.7
'2018-01-22T00:00:00Z';0.76;0.0
'2018-01-22T01:00:00Z';0.78;-0.5
'2018-01-22T02:00:00Z';0.77;-0.7
'2018-01-22T03:00:00Z';0.76;-1.0
'2018-01-22T04:00:00Z';0.80;-2.0
'2018-01-22T05:00:00Z';0.81;-2.1
'2018-01-22T06:00:00Z';0.81;-1.8
'2018-01-22T07:00:00Z';0.82;-1.7
'2018-01-22T08:00:00Z';0.83;-1.6
'2018-01-22T09:00:00Z';0.77;-0.9
'2018-01-22T10:00:00Z';0.75;-0.1
'2018-01-22T11:00:00Z';0.71;0.4
'2018-01-22T12:00:00Z';0.73;0.9
'2018-01-22T13:00:00Z';0.73;0.4
'2018-01-22T14:00:00Z';0.73;1.0
'2018-01-22T15:00:00Z';0.69;1.6
'2018-01-22T16:00:00Z';0.72;1.2
'2018-01-22T17:00:00Z';0.77;0.9
'2018-01-22T18:00:00Z';0.81;0.8
'2018-01-22T19:00:00Z';0.82;1.0
'2018-01-22T20:00:00Z';0.91;0.6
'2018-01-22T21:00:00Z';0.93;0.4
'2018-01-22T22:00:00Z';0.92;0.5
'2018-01-22T23:00:00Z';0.91;0.6
'2018-01-23T00:00:00Z';0.91;0.8
'2018-01-23T01:00:00Z';0.90;0.9
'2018-01-23T02:00:00Z';0.85;1.0
'2018-01-23T03:00:00Z';0.86;1.5
'2018-01-23T04:00:00Z';0.90;1.8
'2018-01-23T05:00:00Z';0.90;2.4
'2018-01-23T06:00:00Z';0.86;3.0
'2018-01-23T07:00:00Z';0.83;3.5
'2018-01-23T08:00:00Z';0.83;3.6
'2018-01-23T09:00:00Z';0.81;4.2
'2018-01-23T10:00:00Z';0.81;4.4
'2018-01-23T11:00:00Z';0.81;4.7
'2018-01-23T12:00:00Z';0.79;5.3
'2018-01-23T13:00:00Z';0.77;5.8
'2018-01-23T14:00:00Z';0.79;5.6
'2018-01-23T15:00:00Z';0.79;5.7
'2018-01-23T16:00:00Z';0.80;5.4
'2018-01-23T17:00:00Z';0.80;5.3
'2018-01-23T18:00:00Z';0.80;5.3
'2018-01-23T19:00:00Z';0.80;5.3
'2018-01-23T20:00:00Z';0.80;5.4
'2018-01-23T21:00:00Z';0.80;5.3
'2018-01-23T22:00:00Z';0.80;5.2
'2018-01-23T23:00:00Z';0.78;5.6
'2018-01-24T00:00:00Z';0.79;5.2
'2018-01-24T01:00:00Z';0.81;5.1
'2018-01-24T02:00:00Z';0.83;4.7
'2018-01-24T03:00:00Z';0.84;4.5
'2018-01-24T04:00:00Z';0.84;4.5
'2018-01-24T05:00:00Z';0.85;4.4
'2018-01-24T06:00:00Z';0.85;4.3
'2018-01-24T07:00:00Z';0.85;4.2
'2018-01-24T08:00:00Z';0.84;4.2
'2018-01-24T09:00:00Z';0.88;4.1
'2018-01-24T10:00:00Z';0.91;4.3
'2018-01-24T11:00:00Z';0.87;4.9
'2018-01-24T12:00:00Z';0.90;4.7
'2018-01-24T13:00:00Z';0.86;5.6
'2018-01-24T14:00:00Z';0.85;6.1
'2018-01-24T15:00:00Z';0.84;6.1
'2018-01-24T16:00:00Z';0.84;5.4
'2018-01-24T17:00:00Z';0.86;4.7
'2018-01-24T18:00:00Z';0.88;3.6
'2018-01-24T19:00:00Z';0.92;2.6
'2018-01-24T20:00:00Z';0.94;2.0
'2018-01-24T21:00:00Z';0.94;2.3
'2018-01-24T22:00:00Z';0.88;3.1
'2018-01-24T23:00:00Z';0.90;2.7
'2018-01-25T00:00:00Z';0.91;2.5
'2018-01-25T01:00:00Z';0.90;2.4
'2018-01-25T02:00:00Z';0.92;1.8
'2018-01-25T03:00:00Z';0.92;1.5
'2018-01-25T04:00:00Z';0.91;1.7
'2018-01-25T05:00:00Z';0.91;1.3
'2018-01-25T06:00:00Z';0.91;1.1
'2018-01-25T07:00:00Z';0.90;0.9
'2018-01-25T08:00:00Z';0.90;1.1
'2018-01-25T09:00:00Z';0.86;1.5
'2018-01-25T10:00:00Z';0.84;2.1
'2018-01-25T11:00:00Z';0.83;2.5
'2018-01-25T12:00:00Z';0.81;2.8
'2018-01-25T13:00:00Z';0.79;3.5
'2018-01-25T14:00:00Z';0.74;5.3
'2018-01-25T15:00:00Z';0.75;5.0
'2018-01-25T16:00:00Z';0.77;4.7
'2018-01-25T17:00:00Z';0.78;3.9
'2018-01-25T18:00:00Z';0.78;3.3
'2018-01-25T19:00:00Z';0.81;2.6
'2018-01-25T20:00:00Z';0.82;2.0
'2018-01-25T21:00:00Z';0.82;1.3
'2018-01-25T22:00:00Z';0.83;0.8
'2018-01-25T23:00:00Z';0.83;0.7
'2018-01-26T00:00:00Z';0.84;0.7
'2018-01-26T01:00:00Z';0.84;0.7
'2018-01-26T02:00:00Z';0.85;0.7
'2018-01-26T03:00:00Z';0.85;0.8
'2018-01-26T04:00:00Z';0.86;0.8
'2018-01-26T05:00:00Z';0.89;0.8
'2018-01-26T06:00:00Z';0.92;0.8
'2018-01-26T07:00:00Z';0.95;0.7
'2018-01-26T08:00:00Z';0.95;0.8
'2018-01-26T09:00:00Z';0.95;1.1
'2018-01-26T10:00:00Z';0.92;1.4
'2018-01-26T11:00:00Z';0.91;1.5
'2018-01-26T12:00:00Z';0.86;1.9
'2018-01-26T13:00:00Z';0.86;2.0
'2018-01-26T14:00:00Z';0.84;2.3
'2018-01-26T15:00:00Z';0.84;2.4
'2018-01-26T16:00:00Z';0.85;2.2
'2018-01-26T17:00:00Z';0.87;2.0
'2018-01-26T18:00:00Z';0.89;1.9
'2018-01-26T19:00:00Z';0.90;1.9
'2018-01-26T20:00:00Z';0.92;2.0
'2018-01-26T21:00:00Z';0.92;2.3
'2018-01-26T22:00:00Z';0.94;2.1
'2018-01-26T23:00:00Z';0.91;2.1
'2018-01-27T00:00:00Z';0.88;2.3
'2018-01-27T01:00:00Z';0.92;2.3
'2018-01-27T02:00:00Z';0.92;2.2
'2018-01-27T03:00:00Z';0.94;2.2
'2018-01-27T04:00:00Z';0.93;2.1
'2018-01-27T05:00:00Z';0.91;2.1
'2018-01-27T06:00:00Z';0.90;2.1
'2018-01-27T07:00:00Z';0.89;2.1
'2018-01-27T08:00:00Z';0.86;2.0
'2018-01-27T09:00:00Z';0.84;2.0
'2018-01-27T10:00:00Z';0.83;2.3
'2018-01-27T11:00:00Z';0.81;3.0
'2018-01-27T12:00:00Z';0.76;3.6
'2018-01-27T13:00:00Z';0.78;3.1
'2018-01-27T14:00:00Z';0.78;2.8
'2018-01-27T15:00:00Z';0.78;2.8
'2018-01-27T16:00:00Z';0.79;2.8
'2018-01-27T17:00:00Z';0.79;2.8
'2018-01-27T18:00:00Z';0.78;3.3
'2018-01-27T19:00:00Z';0.78;3.2
'2018-01-27T20:00:00Z';0.80;3.0
'2018-01-27T21:00:00Z';0.80;3.0
'2018-01-27T22:00:00Z';0.80;3.4
'2018-01-27T23:00:00Z';0.79;3.6
'2018-01-28T00:00:00Z';0.82;3.1
'2018-01-28T01:00:00Z';0.83;3.2
'2018-01-28T02:00:00Z';0.84;3.2
'2018-01-28T03:00:00Z';0.84;3.3
'2018-01-28T04:00:00Z';0.84;3.3
'2018-01-28T05:00:00Z';0.85;3.0
'2018-01-28T06:00:00Z';0.91;1.9
'2018-01-28T07:00:00Z';0.92;1.7
'2018-01-28T08:00:00Z';0.94;1.3
'2018-01-28T09:00:00Z';0.72;7.0
'2018-01-28T10:00:00Z';0.62;8.7
'2018-01-28T11:00:00Z';0.62;9.2
'2018-01-28T12:00:00Z';0.56;10.4
'2018-01-28T13:00:00Z';0.48;11.7
'2018-01-28T14:00:00Z';0.52;10.8
'2018-01-28T15:00:00Z';0.59;10.5
'2018-01-28T16:00:00Z';0.68;9.9
'2018-01-28T17:00:00Z';0.72;9.5
'2018-01-28T18:00:00Z';0.76;9.0
'2018-01-28T19:00:00Z';0.76;8.9
'2018-01-28T20:00:00Z';0.73;9.2
'2018-01-28T21:00:00Z';0.73;9.2
'2018-01-28T22:00:00Z';0.71;9.7
'2018-01-28T23:00:00Z';0.68;10.0
'2018-01-29T00:00:00Z';0.63;10.5
'2018-01-29T01:00:00Z';0.63;10.5
'2018-01-29T02:00:00Z';0.65;10.5
'2018-01-29T03:00:00Z';0.64;10.4
'2018-01-29T04:00:00Z';0.65;10.3
'2018-01-29T05:00:00Z';0.66;10.1
'2018-01-29T06:00:00Z';0.66;10.3
'2018-01-29T07:00:00Z';0.67;10.2
'2018-01-29T08:00:00Z';0.67;10.3
'2018-01-29T09:00:00Z';0.66;10.5
'2018-01-29T10:00:00Z';0.62;11.8
'2018-01-29T11:00:00Z';0.62;11.6
'2018-01-29T12:00:00Z';0.58;12.8
'2018-01-29T13:00:00Z';0.54;13.7
'2018-01-29T14:00:00Z';0.52;14.2
'2018-01-29T15:00:00Z';0.51;14.3
'2018-01-29T16:00:00Z';0.51;14.0
'2018-01-29T17:00:00Z';0.55;13.2
'2018-01-29T18:00:00Z';0.56;12.7
'2018-01-29T19:00:00Z';0.57;12.4
'2018-01-29T20:00:00Z';0.56;12.1
'2018-01-29T21:00:00Z';0.61;11.5
'2018-01-29T22:00:00Z';0.68;10.3
'2018-01-29T23:00:00Z';0.70;10.2
'2018-01-30T00:00:00Z';0.70;9.7
'2018-01-30T01:00:00Z';0.65;9.9
'2018-01-30T02:00:00Z';0.65;9.6
'2018-01-30T03:00:00Z';0.63;9.9
'2018-01-30T04:00:00Z';0.67;9.5
'2018-01-30T05:00:00Z';0.69;9.1
'2018-01-30T06:00:00Z';0.71;8.8
'2018-01-30T07:00:00Z';0.73;8.9
'2018-01-30T08:00:00Z';0.74;7.3
'2018-01-30T09:00:00Z';0.72;7.4
'2018-01-30T10:00:00Z';0.58;7.4
'2018-01-30T11:00:00Z';0.54;7.7
'2018-01-30T12:00:00Z';0.55;7.9
'2018-01-30T13:00:00Z';0.48;10.1
'2018-01-30T14:00:00Z';0.54;9.0
'2018-01-30T15:00:00Z';0.64;9.7
'2018-01-30T16:00:00Z';0.66;8.6
'2018-01-30T17:00:00Z';0.69;7.5
'2018-01-30T18:00:00Z';0.69;7.5
'2018-01-30T19:00:00Z';0.73;6.5
'2018-01-30T20:00:00Z';0.74;6.2
'2018-01-30T21:00:00Z';0.76;5.4
'2018-01-30T22:00:00Z';0.82;4.4
'2018-01-30T23:00:00Z';0.83;4.1
'2018-01-31T00:00:00Z';0.85;3.5
'2018-01-31T01:00:00Z';0.89;2.6
'2018-01-31T02:00:00Z';0.92;2.4
'2018-01-31T03:00:00Z';0.91;2.1
'2018-01-31T04:00:00Z';0.93;1.1
'2018-01-31T05:00:00Z';0.94;0.9
'2018-01-31T06:00:00Z';0.94;1.1
'2018-01-31T07:00:00Z';0.93;1.4
'2018-01-31T08:00:00Z';0.92;2.2
'2018-01-31T09:00:00Z';0.89;3.3
'2018-01-31T10:00:00Z';0.85;4.4
'2018-01-31T11:00:00Z';0.76;5.2
'2018-01-31T12:00:00Z';0.70;7.0
'2018-01-31T13:00:00Z';0.66;8.2
'2018-01-31T14:00:00Z';0.63;9.4
'2018-01-31T15:00:00Z';0.64;8.7
'2018-01-31T16:00:00Z';0.70;7.6
'2018-01-31T17:00:00Z';0.77;5.7
'2018-01-31T18:00:00Z';0.80;4.6
'2018-01-31T19:00:00Z';0.83;3.8
'2018-01-31T20:00:00Z';0.87;3.2
'2018-01-31T21:00:00Z';0.91;2.4
'2018-01-31T22:00:00Z';0.91;2.4
'2018-01-31T23:00:00Z';0.93;1.8
'2018-02-01T00:00:00Z';0.94;1.5
'2018-02-01T01:00:00Z';0.95;2.3
'2018-02-01T02:00:00Z';0.95;2.4
'2018-02-01T03:00:00Z';0.95;2.1
'2018-02-01T04:00:00Z';0.97;1.7
'2018-02-01T05:00:00Z';0.95;1.9
'2018-02-01T06:00:00Z';0.94;2.0
'2018-02-01T07:00:00Z';0.94;1.9
'2018-02-01T08:00:00Z';0.93;2.4
'2018-02-01T09:00:00Z';0.90;2.9
'2018-02-01T10:00:00Z';0.86;3.3
'2018-02-01T11:00:00Z';0.85;3.9
'2018-02-01T12:00:00Z';0.88;3.7
'2018-02-01T13:00:00Z';0.86;4.2
'2018-02-01T14:00:00Z';0.82;5.0
'2018-02-01T15:00:00Z';0.77;6.0
'2018-02-01T16:00:00Z';0.81;5.9
'2018-02-01T17:00:00Z';0.85;5.7
'2018-02-01T18:00:00Z';0.86;5.8
'2018-02-01T19:00:00Z';0.83;4.8
'2018-02-01T20:00:00Z';0.85;4.6
'2018-02-01T21:00:00Z';0.82;4.7
'2018-02-01T22:00:00Z';0.79;4.5
'2018-02-01T23:00:00Z';0.75;4.5
'2018-02-02T00:00:00Z';0.75;4.4
'2018-02-02T01:00:00Z';0.74;4.4
'2018-02-02T02:00:00Z';0.74;4.3
'2018-02-02T03:00:00Z';0.74;4.2
'2018-02-02T04:00:00Z';0.77;3.8
'2018-02-02T05:00:00Z';0.77;3.8
'2018-02-02T06:00:00Z';0.75;3.8
'2018-02-02T07:00:00Z';0.76;3.7
'2018-02-02T08:00:00Z';0.74;3.8
'2018-02-02T09:00:00Z';0.72;4.4
'2018-02-02T10:00:00Z';0.68;5.0
'2018-02-02T11:00:00Z';0.64;5.3
'2018-02-02T12:00:00Z';0.62;5.5
'2018-02-02T13:00:00Z';0.62;5.3
'2018-02-02T14:00:00Z';0.63;5.4
'2018-02-02T15:00:00Z';0.64;5.3
'2018-02-02T16:00:00Z';0.65;5.1
'2018-02-02T17:00:00Z';0.67;4.7
'2018-02-02T18:00:00Z';0.67;4.2
'2018-02-02T19:00:00Z';0.64;4.0
'2018-02-02T20:00:00Z';0.62;3.8
'2018-02-02T21:00:00Z';0.62;3.2
'2018-02-02T22:00:00Z';0.61;3.1
'2018-02-02T23:00:00Z';0.63;2.7
'2018-02-03T00:00:00Z';0.68;2.7
'2018-02-03T01:00:00Z';0.69;2.8
'2018-02-03T02:00:00Z';0.67;2.7
'2018-02-03T03:00:00Z';0.66;2.9
'2018-02-03T04:00:00Z';0.64;3.1
'2018-02-03T05:00:00Z';0.63;3.2
'2018-02-03T06:00:00Z';0.63;3.2
'2018-02-03T07:00:00Z';0.64;3.1
'2018-02-03T08:00:00Z';0.65;3.0
'2018-02-03T09:00:00Z';0.64;3.5
'2018-02-03T10:00:00Z';0.63;4.1
'2018-02-03T11:00:00Z';0.63;4.3
'2018-02-03T12:00:00Z';0.63;4.3
'2018-02-03T13:00:00Z';0.65;4.3
'2018-02-03T14:00:00Z';0.69;4.0
'2018-02-03T15:00:00Z';0.70;4.0
'2018-02-03T16:00:00Z';0.70;3.9
'2018-02-03T17:00:00Z';0.72;3.4
'2018-02-03T18:00:00Z';0.75;3.0
'2018-02-03T19:00:00Z';0.75;3.0
'2018-02-03T20:00:00Z';0.77;2.9
'2018-02-03T21:00:00Z';0.76;3.1
'2018-02-03T22:00:00Z';0.76;3.1
'2018-02-03T23:00:00Z';0.74;3.1
'2018-02-04T00:00:00Z';0.74;3.0
'2018-02-04T01:00:00Z';0.74;3.1
'2018-02-04T02:00:00Z';0.75;2.8
'2018-02-04T03:00:00Z';0.76;2.6
'2018-02-04T04:00:00Z';0.80;1.7
'2018-02-04T05:00:00Z';0.78;1.9
'2018-02-04T06:00:00Z';0.76;2.0
'2018-02-04T07:00:00Z';0.78;2.0
'2018-02-04T08:00:00Z';0.75;2.2
'2018-02-04T09:00:00Z';0.81;1.8
'2018-02-04T10:00:00Z';0.68;3.4
'2018-02-04T11:00:00Z';0.63;3.1
'2018-02-04T12:00:00Z';0.61;3.8
'2018-02-04T13:00:00Z';0.57;4.9
'2018-02-04T14:00:00Z';0.72;3.2
'2018-02-04T15:00:00Z';0.69;4.0
'2018-02-04T16:00:00Z';0.75;2.9
'2018-02-04T17:00:00Z';0.75;2.4
'2018-02-04T18:00:00Z';0.80;1.1
'2018-02-04T19:00:00Z';0.85;0.0
'2018-02-04T20:00:00Z';0.86;-0.7
'2018-02-04T21:00:00Z';0.77;0.2
'2018-02-04T22:00:00Z';0.83;-0.7
'2018-02-04T23:00:00Z';0.77;0.0
'2018-02-05T00:00:00Z';0.79;-0.7
'2018-02-05T01:00:00Z';0.80;-0.7
'2018-02-05T02:00:00Z';0.83;-1.2
'2018-02-05T03:00:00Z';0.86;-1.8
'2018-02-05T04:00:00Z';0.86;-2.1
'2018-02-05T05:00:00Z';0.87;-2.4
'2018-02-05T06:00:00Z';0.89;-3.0
'2018-02-05T07:00:00Z';0.90;-3.4
'2018-02-05T08:00:00Z';0.90;-2.7
'2018-02-05T09:00:00Z';0.83;-0.7
'2018-02-05T10:00:00Z';0.72;1.3
'2018-02-05T11:00:00Z';0.71;1.7
'2018-02-05T12:00:00Z';0.65;2.6
'2018-02-05T13:00:00Z';0.62;2.3
'2018-02-05T14:00:00Z';0.64;2.3
'2018-02-05T15:00:00Z';0.61;2.0
'2018-02-05T16:00:00Z';0.60;1.8
'2018-02-05T17:00:00Z';0.60;1.4
'2018-02-05T18:00:00Z';0.64;1.1
'2018-02-05T19:00:00Z';0.62;0.7
'2018-02-05T20:00:00Z';0.64;0.3
'2018-02-05T21:00:00Z';0.64;0.1
'2018-02-05T22:00:00Z';0.64;-0.1
'2018-02-05T23:00:00Z';0.59;-0.1
'2018-02-06T00:00:00Z';0.62;-0.3
'2018-02-06T01:00:00Z';0.60;-0.5
'2018-02-06T02:00:00Z';0.64;-0.8
'2018-02-06T03:00:00Z';0.69;-1.2
'2018-02-06T04:00:00Z';0.71;-1.3
'2018-02-06T05:00:00Z';0.68;-1.2
'2018-02-06T06:00:00Z';0.68;-1.4
'2018-02-06T07:00:00Z';0.62;-1.4
'2018-02-06T08:00:00Z';0.62;-1.5
'2018-02-06T09:00:00Z';0.62;-1.3
'2018-02-06T10:00:00Z';0.61;-1.0
'2018-02-06T11:00:00Z';0.58;-0.7
'2018-02-06T12:00:00Z';0.58;-0.2
'2018-02-06T13:00:00Z';0.65;0.4
'2018-02-06T14:00:00Z';0.69;0.5
'2018-02-06T15:00:00Z';0.72;0.3
'2018-02-06T16:00:00Z';0.74;0.2
'2018-02-06T17:00:00Z';0.76;0.3
'2018-02-06T18:00:00Z';0.79;0.7
'2018-02-06T19:00:00Z';0.81;1.1
'2018-02-06T20:00:00Z';0.80;0.9
'2018-02-06T21:00:00Z';0.79;0.4
'2018-02-06T22:00:00Z';0.78;0.5
'2018-02-06T23:00:00Z';0.78;1.0
'2018-02-07T00:00:00Z';0.82;0.8
'2018-02-07T01:00:00Z';0.83;0.8
'2018-02-07T02:00:00Z';0.84;0.7
'2018-02-07T03:00:00Z';0.87;0.3
'2018-02-07T04:00:00Z';0.88;0.0
